experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images depict people walking dogs outdoors on leashes, while `cat_1` images show people interacting with dogs in close proximity, such as holding, petting, or bathing them.\nRule: The presence of a person walking a dog on a leash outdoors.\nTest Image: A corgi dog sitting outdoors with people in the background.\nConclusion: cat_2']
75 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images depict individuals actively performing skateboarding tricks or movements, while `cat_1` images show individuals with skateboards in a stationary or non-active state.\nRule: The presence of active skateboarding tricks or movements.\nTest Image: A person sitting on the ground with a skateboard, not performing any active trick.\nConclusion: cat_1']
76 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images depict adults using laptops in various settings, while `cat_1` images show children or laptops being used in a non-adult context, such as repair or classroom settings. The `test image` shows two adults using laptops at a table.\nRule: The images in `cat_2` feature adults using laptops, whereas `cat_1` does not.\nTest Image: Two adults are using laptops at a table.\nConclusion: cat_2']
77 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The `cat_2` images depict adults using laptops in various settings, while `cat_1` images show children, laptops being repaired, or laptops with stickers, indicating a focus on the user and the context of laptop use rather than the laptops themselves.\nRule: The images in `cat_2` feature adults using laptops in a work or leisure context.\nTest Image: The test image shows two adults using laptops together, engaged in what appears to be a collaborative activity.\nConclusion: cat_2']
78 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images depict motorcycles in stationary or non-competitive settings, often with riders or people around them. The `cat_1` images show motorcycles in motion, particularly in competitive or high-speed scenarios like racing or stunts.\nRule: The distinguishing rule is whether the motorcycles are in a stationary or non-competitive setting (cat_2) versus in motion or competitive settings (cat_1).\nTest Image: The test image shows a busy street scene with many motorcycles and scooters, all stationary or moving slowly in traffic.\nConclusion: cat_2']
79 | expected:'cat_1' | got='cat_2' | full: ['Analysis: The `cat_2` images depict motorcycles in stationary or non-competitive settings, with riders either posing or interacting with the bike in a casual or non-racing context. The `cat_1` images show motorcycles in motion, specifically in racing or stunting scenarios, indicating high-speed or competitive use.\nRule: The distinguishing rule is whether the motorcycle is depicted in a stationary or non-competitive setting (cat_2) versus in motion, racing, or stunting (cat_1).\nTest Image: A woman is sitting on a stationary scooter, posing for the photo.\nConclusion: cat_2']
80 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images feature multiple people interacting in a social or group setting, while `cat_1` images focus on individuals engaged in sports activities, either alone or in a competitive context.\nRule: The presence of multiple people in a social or group interaction setting.\nTest Image: The test image shows multiple people in a social setting, interacting with each other.\nConclusion: cat_2']
81 | expected:'cat_1' | got='cat_2' | full: ['Analysis: The `cat_2` images feature multiple people interacting or being present in the scene, while `cat_1` images focus on a single individual engaged in a sport.\nRule: Multiple people are present in the scene.\nTest Image: A child is playing soccer with other children visible in the background.\nConclusion: cat_2']
82 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict individuals actively engaged in playing soccer, with the ball visible and in play. The `cat_1` images either do not involve soccer at all or show individuals not actively engaged in the game.\nRule: The presence of individuals actively playing soccer with the ball in play.\nTest Image: A person is actively kicking a soccer ball on a grassy field.\nConclusion: cat_2']
83 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict individuals playing soccer, with a soccer ball visible in each scene. The `cat_1` images either show people in non-soccer activities or lack a visible soccer ball. The test image shows a football player in action with a football, not a soccer ball.\nRule: The presence of a soccer ball and individuals actively playing soccer.\nTest Image: A football player in action with a football.\nConclusion: cat_1']
84 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images all feature individuals using a remote control to interact with a television, while `cat_1` images do not show any person using a remote control.\nRule: The presence of a person using a remote control to interact with a television.\nTest Image: A family is sitting on the floor, and one person is using a remote control to interact with a television.\nConclusion: cat_2']
85 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all feature individuals interacting with a remote control to operate a television, while the `cat_1` images do not include the use of a remote control for television operation.\nRule: The presence of a remote control being used to operate a television.\nTest Image: Two individuals working on disassembled television components, no remote control in use.\nConclusion: cat_1']
86 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict methods of cleaning a keyboard, while the `cat_1` images show people interacting with keyboards in various ways that do not involve cleaning.\nRule: The images in `cat_2` show actions related to cleaning a keyboard.\nTest Image: A hand holding a green cleaning gel over a keyboard.\nConclusion: cat_2']
87 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict methods of cleaning or maintaining a keyboard, while the `cat_1` images show people interacting with keyboards in various ways, but not for cleaning purposes.\nRule: The images in `cat_2` show actions related to cleaning or maintaining a keyboard.\nTest Image: A person playing an accordion at a festival.\nConclusion: cat_1']
88 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images depict motorcycles in motion on paved roads, while `cat_1` images show motorcycles either stationary, off-road, or in a context not involving motion on a paved road.\nRule: Motorcycles are in motion on a paved road.\nTest Image: A group of motorcycles lined up at the start of a race on a paved road.\nConclusion: cat_2']
89 | expected:'cat_1' | got='cat_2' | full: ['Analysis: The `cat_2` images depict motorcycles in motion on paved roads, while `cat_1` images show motorcycles either stationary, off-road, or in a context not involving motion on a paved road. The test image shows a motorcycle in motion on a paved road with spectators watching.\nRule: Motorcycles in motion on paved roads.\nTest Image: Motorcycle in motion on a paved road with spectators.\nConclusion: cat_2']
90 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all feature people holding drinks, while the `cat_1` images either do not feature people holding drinks or focus on the drinks themselves without people holding them.\nRule: People are holding drinks.\nTest Image: Three people are holding drinks.\nConclusion: cat_2']
91 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The `cat_2` images all feature people holding drinks, while the `cat_1` images either do not feature people holding drinks or the focus is not on the act of holding a drink.\nRule: People are holding drinks.\nTest Image: A person is holding a drink.\nConclusion: cat_2']
