experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all show people walking dogs on leashes. The cat_1 images show people holding or interacting closely with dogs, often in a more intimate or caregiving manner (e.g., bathing, cuddling, examining).\nRule: The presence of a leash connecting a person to a dog.\nTest Image: The test image shows a dog sitting and looking at the camera, wearing a collar but not connected to a leash.\nConclusion: cat_1']'
78 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all feature a single person on a motorcycle, often posed or in a static setting. The cat_1 images depict multiple motorcycles and riders, often in a dynamic or racing context.\nRule: The number of motorcycles and riders in the image. Cat_2 has one motorcycle and one rider, while cat_1 has multiple motorcycles and riders.\nTest Image: The test image shows a large group of motorcycles and people in a street scene.\nConclusion: cat_1']'
79 | expected:'cat_1' | got='cat_1 | full: ["Analysis: The cat_2 images show people on motorcycles in a racing or competitive setting, often with multiple bikes visible and a focus on speed and action. The cat_1 images show people on motorcycles in more casual or posed settings, or in situations that don't emphasize racing.\nRule: The images in cat_2 depict motorcycle racing or competitive events.\nTest Image: The test image shows a person casually sitting on a scooter, not in a racing context.\nConclusion: cat_1"]'
80 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all feature people interacting with a ball, while the cat_1 images show people playing tennis.\nRule: Presence of a ball other than a tennis ball.\nTest Image: The test image shows people interacting with a ball.\nConclusion: cat_2']'
81 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The cat_2 images all contain people interacting with a ball, while the cat_1 images do not.\nRule: Presence of a ball being interacted with by a person.\nTest Image: The test image shows people interacting with a soccer ball.\nConclusion: cat_2']'
82 | expected:'cat_2' | got='cat_2 | full: ["Analysis: The cat_2 images all depict people playing soccer with a soccer ball. The cat_1 images depict people playing with an American football or are in a setting that doesn't involve a soccer game.\nRule: The presence of a soccer ball and a soccer game setting.\nTest Image: The test image shows a person kicking a soccer ball on a grass field.\nConclusion: cat_2"]'
83 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict people playing soccer/football with a spherical ball on a grass field. The cat_1 images show people in formal attire or unusual settings interacting with a football (American football).\nRule: The presence of a spherical ball (soccer/football) on a grass field.\nTest Image: The test image shows a football player throwing an American football in a stadium.\nConclusion: cat_1']'
84 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all show a single person holding a remote control and looking at a modern flat-screen TV. The cat_1 images show multiple people watching a TV, or a vintage TV, or a group of people in a public setting watching a TV.\nRule: The number of people visible in the image. Cat_2 has only one person, cat_1 has more than one.\nTest Image: The test image shows a family (more than one person) watching a flat-screen TV.\nConclusion: cat_1']'
85 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all show a person holding a remote control and looking at a TV screen. The cat_1 images show people watching a TV, but without anyone holding a remote control.\nRule: The presence of a person holding a remote control while looking at a TV.\nTest Image: The test image shows people looking at disassembled TV parts, with no one holding a remote control.\nConclusion: cat_1']'
86 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict a hand cleaning a keyboard with a cleaning substance or tool. The cat_1 images show people interacting with keyboards in ways unrelated to cleaning - either posing with them or playing them.\nRule: The images in cat_2 show a hand actively cleaning a keyboard.\nTest Image: The test image shows a hand cleaning a keyboard with a green gel-like substance.\nConclusion: cat_2']'
87 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a hand cleaning a keyboard with various tools. The cat_1 images show people interacting with keyboards in ways that are not related to cleaning - posing with them, or playing them.\nRule: The images in cat_2 show a hand cleaning a keyboard.\nTest Image: The test image shows a person holding an accordion, not a keyboard, and is not cleaning anything.\nConclusion: cat_1']'
88 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images show a group of motorcycles racing or riding together in a line, often with a blurred background suggesting motion. The cat_1 images show a single motorcycle or rider in a static or problematic situation (e.g., out of fuel, near a shed).\nRule: The images in cat_2 depict multiple motorcycles riding together, while cat_1 images show a single motorcycle or rider.\nTest Image: The test image shows a large group of motorcycles lined up, seemingly at the start of a race.\nConclusion: cat_2']'
89 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The cat_2 images show motorcycles in a race or parade setting, with multiple bikes visible and often a crowd in the background. The cat_1 images show a single motorcycle with a rider who appears to be having mechanical issues or is stopped.\nRule: The presence of multiple motorcycles and a crowd distinguishes cat_2 from cat_1.\nTest Image: The test image shows a single motorcycle racing, but with a large crowd watching from a wall.\nConclusion: cat_2']'
90 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all feature people holding drinks in a casual setting, seemingly in a bar or living room. The cat_1 images all feature people preparing or serving drinks, often in a more professional or focused setting.\nRule: Cat_2 images show people *consuming* drinks, while cat_1 images show people *preparing/serving* drinks.\nTest Image: The test image shows people holding drinks in a casual setting.\nConclusion: cat_2']'
91 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all feature multiple people in the frame, often engaged in conversation or interaction. The cat_1 images predominantly feature a single person actively engaged in a task, like pouring a drink or using a laptop.\nRule: The number of people in the image. Cat_2 has more than one person, cat_1 has one person.\nTest Image: The test image shows a single person drinking from a glass with a straw.\nConclusion: cat_1']'
92 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all show a person performing a skateboarding trick in mid-air, with the skateboard clearly separated from the ground. The cat_1 images show people skateboarding, but either on the ground or with the skateboard still in contact with the surface.\nRule: The presence of a skateboarder completely airborne, with no contact between the skateboard and the ground.\nTest Image: The test image shows a person in mid-air performing a skateboarding trick, with the skateboard clearly separated from the ground.\nConclusion: cat_2']'
93 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a person actively performing a skateboarding trick, in mid-air or actively using the skateboard. The cat_1 images show people either standing on a skateboard or holding it, but not actively performing a trick.\nRule: The images in cat_2 show a person actively skateboarding (performing a trick), while cat_1 images show a person standing or holding a skateboard without actively skateboarding.\nTest Image: The test image shows a child holding a skateboard and walking, not actively performing a trick.\nConclusion: cat_1']'
94 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all show people using laptops in a well-lit environment, with clear visibility of the person and the laptop. The cat_1 images show people using laptops in a less clear, often darker, or more cluttered environment, with less focus on the person and laptop.\nRule: The images in cat_2 have good lighting and clear visibility of the person and laptop.\nTest Image: The test image is a silhouette of a hand typing on a laptop, with a very dark and unclear background.\nConclusion: cat_1']'
95 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all show a person using a laptop while sitting upright, often at a table or in a chair with good posture. The cat_1 images show people using laptops while lying down or in more relaxed, less upright positions.\nRule: The person is sitting upright while using the laptop.\nTest Image: The test image shows a person lying down on a couch while using a laptop.\nConclusion: cat_1']'
