experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The common rule for the `cat_2` images is that they all feature people walking dogs on leashes.\nRule: Images with people walking dogs on leashes belong to the `cat_2` category.\nTest Image: The test image shows a dog sitting on the ground with a person holding its leash.\nConclusion: cat_1']'
90 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict scenes of people socializing in bars or restaurants, often with drinks and food. They feature groups of friends or colleagues engaging in casual conversation.\n\nRule: The images show people in social settings, typically involving drinks and food, and often with multiple people present.\n\nTest Image: The test image shows three people sitting at a table, drinking and holding glasses.\n\nConclusion: cat_2']'
91 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict scenes of people socializing in bars or restaurants, often with drinks and conversations. The `cat_1` images show various activities like cooking, working on laptops, and general everyday scenes.\nRule: The `cat_2` images consistently feature people engaged in social interactions in a bar or restaurant setting.\nTest Image: The test image shows a person drinking from a glass in a cafe setting.\nConclusion: cat_1']'
92 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people skateboarding or performing skateboarding tricks. The `cat_1` images show various other activities, such as walking, standing, or other sports.\nRule: All images show people skateboarding or performing skateboarding tricks.\nTest Image: The test image shows a person skateboarding.\nConclusion: cat_2']'
93 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people skateboarding or performing skateboarding tricks. The `cat_1` images show various unrelated activities.\nRule: Images featuring skateboarding or skateboarding-related activities.\nTest Image: The test image shows a child holding a skateboard.\nConclusion: cat_1']'
94 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people using laptops, suggesting a focus on computer use and digital activities. The `cat_1` images show various activities, including reading, relaxing, and general domestic scenes, without a specific emphasis on technology.\n\nRule: Images featuring people actively using laptops or computers.\n\nTest Image: A hand typing on a laptop.\n\nConclusion: cat_2']'
95 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images consistently show people using laptops in various domestic settings – living rooms, bedrooms, and libraries. They often appear to be working or studying, and the focus is on the laptop and the person interacting with it. The `cat_1` images show people using laptops in more public or casual settings, such as outdoors or in cafes, and the focus is less on the act of working and more on the location and the people themselves.\n\nRule: People using laptops in domestic settings, primarily focused on work or study.\n\nTest Image: A person is lying on a couch using a laptop.\n\nConclusion: cat_2']'
96 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people (children and adults) using laptops, tablets, or computers, often with young children present. The focus is on digital devices and technology use. The `cat_1` images show various activities unrelated to technology, such as playing with toys, working on a desk, or simply sitting and looking at something.\n\nRule: Images featuring people actively using digital devices (laptops, tablets, computers) with or without children.\n\nTest Image: The test image shows a woman using a laptop.\n\nConclusion: cat_2']'
97 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people using laptops, primarily children and adults working or learning on computers. The common element is the presence of a laptop and the activity of using it.\nRule: Images featuring people actively using laptops.\nTest Image: A man is repairing a laptop with a screwdriver.\nConclusion: cat_1']'
98 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict couples engaging in kissing or close physical contact.\nRule: Images showing couples kissing or embracing.\nTest Image: The test image shows a couple kissing.\nConclusion: cat_2']'
99 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict couples or individuals engaged in kissing or close embraces.\nRule: The images show intimate physical contact between two people.\nTest Image: The test image shows a couple embracing.\nConclusion: cat_2']'
100 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict motorcycles or motorcycle riders in action, specifically in racing or off-road settings. They consistently show people on motorcycles.\nRule: Images featuring motorcycles or motorcycle riders.\nTest Image: The test image shows a person riding a motorcycle.\nConclusion: cat_2']'
101 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people riding motorcycles or motorbikes.\nRule: All images show people riding motorcycles or motorbikes.\nTest Image: The test image shows a man riding a motorcycle.\nConclusion: cat_2']'
102 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The common rule for the first six images is that they all depict people interacting with dogs, specifically with the dogs leaning on or kissing the people.\nRule: People are leaning on or kissing dogs.\nTest Image: A woman is holding a dog and kissing it.\nConclusion: cat_2']'
103 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The common rule for the first six images is that they all depict people interacting with dogs, specifically showing affection or close physical contact (kissing, hugging, holding).\nRule: People interacting with dogs.\nTest Image: A man is walking a dog on a leash.\nConclusion: cat_1']'
104 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature people interacting with dogs, specifically showing affection or interaction between humans and dogs. The `cat_1` images do not depict this interaction.\nRule: Images showing people interacting with dogs.\nTest Image: The test image shows a puppy being held by a person.\nConclusion: cat_2']'
105 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature a person interacting with a dog, specifically with the person leaning down to pet or interact with the dog. The `cat_1` images show people interacting with other animals (primarily cats) or children.\nRule: People interacting with dogs.\nTest Image: A person is walking a dog.\nConclusion: cat_2']'
106 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people skateboarding or riding longboards. The `cat_1` images show various other activities, such as walking, standing, and other forms of transportation.\nRule: All images show people riding skateboards or longboards.\nTest Image: The test image shows a person riding a longboard.\nConclusion: cat_2']'
107 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people skateboarding. The `cat_1` images show various other activities.\nRule: All images show people skateboarding.\nTest Image: The test image shows a person standing with a skateboard.\nConclusion: cat_1']'
108 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict couples or groups of people embracing, hugging, or showing affection towards each other. The focus is on intimate, close relationships. The `cat_1` images show various activities and scenes, but lack this element of interpersonal connection.\n\nRule: Images featuring close physical contact and expressions of affection between people.\n\nTest Image: The test image shows a group of people embracing, with a focus on the central figures.\n\nConclusion: cat_2']'
109 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict close physical contact between two people – hugs, embraces, or handshakes – suggesting a theme of affection, intimacy, or connection. The `cat_1` images show various interactions, including professional interactions (military), teaching, and general social encounters without the same level of physical closeness.\nRule: Images featuring close physical contact between two people.\nTest Image: The test image shows a woman shaking hands with a young boy.\nConclusion: cat_1']'
110 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The common rule among the first six images (cat_2) is that they all feature a person holding a knife or blade.\nRule: All images in the cat_2 group contain a person holding a knife or blade.\nTest Image: The test image shows a woman holding a knife.\nConclusion: cat_2']'
