experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show dogs being walked by their owners on leashes, while cat_1 samples show dogs being held or petted by their owners. The test image shows a dog being walked on a leash by its owner.\n\nRule: Dogs being walked by their owners on leashes.\n\nTest Image: A dog is being walked on a leash by its owner.\n\nConclusion: cat_2']
70 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 images show a person cleaning a toilet, while cat_1 images show a person using a toilet in various ways, such as sitting on it, reading, or holding a cup. The test image shows a person cleaning a toilet, which aligns with the cat_2 category.\n\nRule: The distinguishing rule is that cat_2 images show a person cleaning a toilet, while cat_1 images show a person using a toilet in various ways.\n\nTest Image: A person is cleaning a toilet with a brush and a bottle of cleaner.\n\nConclusion: cat_2']
71 | expected:'cat_1' | got='cat_1' | full: [' Analysis: All cat_2 images show a person cleaning a toilet, while cat_1 images show a person using a toilet or not cleaning it. The test image shows a toilet with a small amount of liquid in the bowl, which is not a cleaning activity.\n\nRule: The distinguishing rule is that cat_2 images show a person cleaning a toilet, while cat_1 images show a person using a toilet or not cleaning it.\n\nTest Image: A toilet with a small amount of liquid in the bowl, no cleaning activity.\n\nConclusion: cat_1']
72 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The cat_2 samples show motorcycles in various settings like traffic, racing, and public events, while the cat_1 samples depict motorcycles being washed, ridden in a controlled environment, and performing stunts. The cat_2 samples generally show motorcycles in a more public or competitive context, while the cat_1 samples show motorcycles in a more private or recreational context.\n\nRule: The distinguishing rule is the context in which the motorcycles are shown. Cat_2 samples show motorcycles in public or competitive settings, while cat_1 samples show motorcycles in private or recreational settings.\n\nTest Image: The test image shows a motorcycle in a public setting, likely a racing event, with a crowd in the background and a visible sponsor logo.\n\nConclusion: cat_2']
73 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The cat_2 samples show motorcycles in various settings, including traffic, racing, and public events, with riders wearing protective gear. The cat_1 samples depict a person washing a motorcycle and a rider performing a stunt, which are not typical of the cat_2 samples.\n\nRule: The cat_2 samples show motorcycles in public or racing contexts with riders wearing protective gear, while the cat_1 samples show a person washing a motorcycle and a rider performing a stunt.\n\nTest Image: A rider is leaning into a turn on a motorcycle, wearing a helmet and racing suit, in a public racing event.\n\nConclusion: cat_2']
74 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 images show a person actively skateboarding, performing tricks, or in motion, while cat_1 images show a person sitting, holding, or posing with a skateboard. The test image shows a person actively skateboarding, performing a trick, which aligns with the cat_2 category.\n\nRule: The distinguishing rule is that cat_2 images show a person actively skateboarding, performing tricks, or in motion, while cat_1 images show a person sitting, holding, or posing with a skateboard.\n\nTest Image: A person actively skateboarding, performing a trick, with a skateboard in motion.\n\nConclusion: cat_2']
75 | expected:'cat_1' | got='cat_1' | full: [' Analysis: All cat_2 images show people actively skateboarding or performing tricks, while cat_1 images show people sitting or holding skateboards without actively skateboarding. The test image shows a person sitting on a skateboard and using a phone, which does not involve actively skateboarding.\n\nRule: People actively skateboarding or performing tricks.\n\nTest Image: A person sitting on a skateboard and using a phone.\n\nConclusion: cat_1']
76 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show people using laptops in a casual or work-related setting, often in a home or office environment. The people are engaged in tasks like working, eating, or relaxing. The laptops are not being used for repair or maintenance. \nRule: People using laptops in a casual or work-related setting, not for repair or maintenance. \nTest Image: Two people are using laptops in a home environment, one is typing and the other is looking at the screen. The laptops are not being used for repair or maintenance. \nConclusion: cat_2']
77 | expected:'cat_1' | got='cat_2' | full: [' Analysis: All cat_2 samples show people using laptops in various settings, such as a cafe, kitchen, or office. The laptops are often placed on surfaces like tables or desks, and the people are engaged in activities like typing or browsing. The cat_1 samples show children using laptops, with one child lying on a couch and the others sitting at desks in a classroom setting. The laptops are also placed on surfaces like tables or desks, but the children are not engaged in activities like typing or browsing.\n\nRule: People using laptops in various settings, with the laptops placed on surfaces like tables or desks, and the people engaged in activities like typing or browsing.\n\nTest Image: Two men are sitting at a table, with one of them using a laptop. The laptop is placed on the table, and the man is engaged in an activity on the laptop, such as typing or browsing.\n\nConclusion: cat_2']
78 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The cat_2 samples show motorcycles in various settings, often with riders, while the cat_1 samples show motorcycles in different contexts, including a person holding a bag, a dirt bike in mid-air, a racing motorcycle, a group of dirt bikes, and a motorcycle in a split image. The cat_2 samples have a more diverse and varied context, while the cat_1 samples are more focused on the motorcycle itself.\n\nRule: The cat_2 samples have a more diverse and varied context, often showing motorcycles in different settings with riders, while the cat_1 samples are more focused on the motorcycle itself.\n\nTest Image: The test image shows a busy street with many motorcycles and people, indicating a diverse and varied context.\n\nConclusion: cat_2']
79 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The cat_2 samples show motorcycles in various settings, often with riders, while the cat_1 samples show motorcycles in different contexts, including a person holding a bag, a dirt bike in mid-air, and a group of dirt bikes. The cat_2 samples have a more relaxed and stationary feel, while the cat_1 samples are more dynamic and action-oriented.\n\nRule: The cat_2 samples show motorcycles in a more relaxed and stationary setting, often with riders, while the cat_1 samples show motorcycles in a more dynamic and action-oriented context.\n\nTest Image: A woman is sitting on a scooter, posing for a photo, with a relaxed and stationary feel.\n\nConclusion: cat_2']
80 | expected:'cat_2' | got='cat_2' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples depict people in a social or group setting, while the `cat_1` samples depict individuals engaged in sports or physical activities.\n2. The test image shows a group of people sitting around a table, seemingly engaged in a conversation or discussion. This aligns with the `cat_2` rule as it depicts a social setting.\n3. Conclusion: cat_2']
81 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The cat_2 samples show people in casual or semi-formal settings, often in groups, and the cat_1 samples show individuals engaged in sports activities. The test image shows a child playing soccer, which is a sports activity.\n\nRule: cat_2 samples show people in casual or semi-formal settings, often in groups, while cat_1 samples show individuals engaged in sports activities.\n\nTest Image: A child is playing soccer on a grassy field, wearing a red and white jersey, with other children and an adult in the background.\n\nConclusion: cat_1']
82 | expected:'cat_2' | got='cat_2' | full: ['1. The rule is that the cat_2 samples show people playing soccer, while the cat_1 samples do not.\n2. The test image shows a person playing soccer, kicking a ball on a grassy field.\n3. Conclusion: cat_2']
83 | expected:'cat_1' | got='cat_2' | full: ['1. The rule is that the cat_2 samples show people playing soccer, while the cat_1 samples do not.\n2. The test image shows a football player in action during a game.\n3. Conclusion: cat_2']
84 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show individuals using a remote control to interact with a television, while cat_1 samples depict people watching television without using a remote control. The test image shows a family using a remote control to interact with a television.\n\nRule: The distinguishing rule is the use of a remote control to interact with the television.\n\nTest Image: A family is sitting on a couch, using a remote control to interact with a television.\n\nConclusion: cat_2']
