experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people walking multiple dogs in urban settings, while the `cat_1` images show people interacting with single dogs or dogs in different settings.\n\nRule: `cat_2` images depict multiple dogs being walked by people in urban environments.\n\nTest Image: A single dog sitting on the ground in an urban setting.\n\nConclusion: cat_1\n']'
72 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the motorcycles are shown in a group or race setting, often with multiple motorcycles together. Cat_1 images show individual motorcycles or motorcycles in a different context, such as a man sitting on a motorcycle or a person riding a motorcycle alone.\n\nRule: Cat_2 images show multiple motorcycles together, often in a race or group setting. Cat_1 images show individual motorcycles or motorcycles in a different context.\n\nTest Image: The test image shows a single motorcycle with a person riding it.\n\nConclusion: cat_1\n']'
73 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show motorcycles in a race or group setting, often with multiple motorcycles together and riders wearing racing gear. The `cat_1` images show individual motorcycles or scooters, sometimes with people sitting on them but not in a racing context.\n\nRule: `cat_2` images depict motorcycles in a racing or group setting, while `cat_1` images show individual motorcycles or scooters.\n\nTest Image: The test image shows a single motorcycle rider in action, possibly performing a stunt.\n\nConclusion: cat_1\n']'
74 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show people performing skateboard tricks in mid-air. In contrast, cat_1 images show people either holding or sitting with their skateboards but not performing tricks.\n\nRule: Images in cat_2 show people performing skateboard tricks in mid-air, while images in cat_1 show people holding or sitting with their skateboards without performing tricks.\n\nTest Image: The image shows a person performing a skateboard trick in mid-air.\n\nConclusion: cat_2\n']'
75 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people actively performing skateboard tricks or jumps, while the `cat_1` images show people either sitting or standing with their skateboards without performing any tricks.\n\nRule: The distinguishing rule is that `cat_2` images depict individuals actively engaged in skateboard tricks or jumps, whereas `cat_1` images show individuals either sitting or standing with their skateboards without performing any tricks.\n\nTest Image: The image shows a person sitting on the ground with a skateboard next to them.\n\nConclusion: cat_1\n']'
76 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show adults using laptops in a casual or professional setting. The cat_1 images show children or young individuals using laptops.\n\nRule: The images belong to cat_2 if they show adults using laptops in a casual or professional setting.\n\nTest Image: The test image shows two adults using laptops in a casual setting.\n\nConclusion: cat_2\n']'
77 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show adults using laptops in various settings, such as working, studying, or relaxing. The adults are engaged with their laptops, and the environment suggests a more professional or personal workspace.\n\nRule: The images belong to cat_2 if they show adults using laptops in a professional or personal workspace setting.\n\nTest Image: The test image shows two people using laptops together, which suggests a collaborative or social setting.\n\nConclusion: cat_2\n']'
78 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the motorcycles are shown in a group or formation, often with multiple riders together. Cat_1 images show individual motorcycles or riders not in a group.\n\nRule: The images belong to cat_2 if they show multiple motorcycles or riders together in a group or formation.\n\nTest Image: The image shows a large group of people riding motorcycles together on a street.\n\nConclusion: cat_2\n']'
79 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show a group of motorcyclists riding together on the road. In contrast, cat_1 images show either a single motorcyclist or a motorcyclist performing a stunt.\n\nRule: The images belong to cat_2 if they show a group of motorcyclists riding together on the road.\n\nTest Image: The image shows a woman riding a scooter alone.\n\nConclusion: cat_1\n']'
80 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show people playing tennis, while cat_1 shows people playing soccer or basketball.\n\nRule: The images belong to cat_2 if they show people playing tennis. Otherwise, they belong to cat_1.\n\nTest Image: The test image shows a group of people in a room, not playing any sports.\n\nConclusion: cat_1\n']'
81 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show people playing tennis, while cat_1 shows people playing soccer.\n\nRule: The images belong to cat_2 if they show people playing tennis; otherwise, they belong to cat_1.\n\nTest Image: The image shows people playing soccer.\n\nConclusion: cat_1\n']'
82 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people playing soccer, with a focus on the action and movement of the players. The `cat_1` images show various other activities, including people in formal settings, a talk show, and other sports.\n\nRule: The images belong to `cat_2` if they show people playing soccer and involve dynamic action. Otherwise, they belong to `cat_1`.\n\nTest Image: The image shows a person playing soccer in a dynamic action pose.\n\nConclusion: cat_2\n']'
83 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show people playing soccer, with a focus on the action and movement of the players. Cat_1 images do not primarily feature soccer or show the same level of action and movement.\n\nRule: The images must primarily show people playing soccer with significant action and movement.\n\nTest Image: The image shows a soccer player in action on the field.\n\nConclusion: cat_2\n']'
84 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show individuals actively using a remote control to interact with a television or streaming service. The cat_1 images either do not show a remote control or show people passively watching TV without using a remote.\n\nRule: Images in cat_2 show individuals using a remote control to interact with a television or streaming service.\n\nTest Image: The image shows a group of people sitting together and watching TV.\n\nConclusion: cat_1\n']'
85 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show individuals actively using a remote control to interact with a television or streaming service. The cat_1 images either do not show a remote control or show people engaging with the TV in a different manner.\n\nRule: Images in cat_2 show individuals using a remote control to interact with a television or streaming service.\n\nTest Image: The image shows a group of people gathered around a TV, but it is not clear if anyone is using a remote control.\n\nConclusion: cat_1\n']'
86 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people using or interacting with computer keyboards in various ways, such as typing, cleaning, or holding them. The `cat_1` images show people holding or interacting with musical keyboards or other unrelated objects.\n\nRule: `cat_2` images involve people interacting with computer keyboards, while `cat_1` images do not.\n\nTest Image: The image shows a person using a green sticky part of post-its to clean a computer keyboard.\n\nConclusion: cat_2\n']'
87 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the images involve people interacting with keyboards or musical instruments in a playful or unconventional manner. Cat_1 images do not show this interaction.\n\nRule: Images with people interacting with keyboards or musical instruments in a playful or unconventional manner are cat_2. Otherwise, they are cat_1.\n\nTest Image: The test image shows a person holding a keyboard in front of a banner.\n\nConclusion: cat_1\n']'
88 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the motorcycles are shown in groups or with multiple riders, while cat_1 shows single riders or individual motorcycles.\n\nRule: Cat_2 images show groups of motorcycles or multiple riders. Cat_1 images show single motorcycles or individual riders.\n\nTest Image: The test image shows a group of motorcycles riding together.\n\nConclusion: cat_2\n']'
89 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 images is that they all show a person riding a motorcycle on a road or in a race, with multiple motorcycles present in some images. Cat_1 images show a person with a motorcycle but not necessarily riding it, or the motorcycle is stationary.\n\nRule: The image must show a person actively riding a motorcycle, preferably on a road or in a race setting, with multiple motorcycles present.\n\nTest Image: The image shows a group of people standing on a roof with a motorcycle nearby, but no one is riding the motorcycle.\n\nConclusion: cat_1\n']'
