experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people walking multiple dogs in urban settings, while the `cat_1` images show people interacting with single dogs in various settings.\n\nRule: `cat_2` images have multiple dogs being walked by people in urban environments.\n\nTest Image: A single dog sitting on the ground in an urban setting.\n\nConclusion: cat_1\n']'
77 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people using laptops in various settings, while the `cat_1` images show children interacting with laptops or other electronic devices.\n\nRule: The images are categorized as `cat_2` if they show adults using laptops in different environments.\n\nTest Image: The image shows two people using laptops.\n\nConclusion: cat_2\n']'
78 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show groups of people riding motorcycles on the road, while the `cat_1` images show individuals or smaller groups of people riding motorcycles, some in action poses.\n\nRule: `cat_2` images depict groups of people riding motorcycles together on the road, whereas `cat_1` images show individuals or smaller groups of people riding motorcycles, including action shots.\n\nTest Image: The test image shows a large group of people riding motorcycles together on the road.\n\nConclusion: cat_2\n']'
79 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people riding motorcycles on the road, while the `cat_1` images show motorcycles in various action poses, including stunts and jumps.\n\nRule: The distinguishing rule is whether the image shows a person riding a motorcycle on the road in a normal manner.\n\nTest Image: A woman in a hat riding a scooter.\n\nConclusion: cat_1\n']'
80 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people playing tennis, while the `cat_1` images show people playing soccer.\n\nRule: The images are categorized based on the sport being played. If the image shows tennis, it is `cat_2`. If the image shows soccer, it is `cat_1`.\n\nTest Image: The image shows a group of people in a room, but it does not depict any specific sport.\n\nConclusion: cat_1\n']'
81 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people playing with a ball, while the `cat_1` images show people playing with a tennis racket.\n\nRule: The images are categorized into `cat_2` if they show people playing with a ball, and into `cat_1` if they show people playing with a tennis racket.\n\nTest Image: The image shows people playing with a ball on a grassy field.\n\nConclusion: cat_2\n']'
82 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people playing soccer, while the `cat_1` images show people in various other activities, including playing rugby, sitting on a couch, and standing in a formal setting.\n\nRule: The images belong to `cat_2` if they depict people playing soccer.\n\nTest Image: The image shows a person playing soccer.\n\nConclusion: cat_2\n']'
83 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people playing soccer, while the `cat_1` images show people in various other activities, including a man holding a football in a suit, a man in a suit holding a football, and a group of people playing soccer but in a different context.\n\nRule: The images belong to `cat_2` if they show people actively playing soccer.\n\nTest Image: The image shows a person playing soccer.\n\nConclusion: cat_2\n']'
84 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show individuals actively using a remote control to interact with a television, while the `cat_1` images show groups of people watching television without anyone holding a remote control.\n\nRule: The presence of a person holding a remote control while watching television.\n\nTest Image: The image shows a group of people sitting together and watching television, but no one is holding a remote control.\n\nConclusion: cat_1\n']'
85 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show individuals actively using a remote control to interact with a television or streaming service. The `cat_1` images depict groups of people watching television together, without anyone holding a remote control.\n\nRule: `cat_2` images show individuals using a remote control to interact with a television or streaming service, while `cat_1` images show groups of people watching television without anyone holding a remote control.\n\nTest Image: The image shows a group of people watching television together, without anyone holding a remote control.\n\nConclusion: cat_1\n']'
86 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people using keyboards or keypads, while the `cat_1` images show people holding or interacting with musical keyboards or other unrelated objects.\n\nRule: The images belong to `cat_2` if they depict people using keyboards or keypads.\n\nTest Image: A hand holding a green object over a keyboard.\n\nConclusion: cat_1']'
87 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people using or interacting with keyboards, while the `cat_1` images show people holding or posing with keyboards without using them.\n\nRule: If a person is actively using or interacting with a keyboard, it belongs to `cat_2`. If a person is just holding or posing with a keyboard, it belongs to `cat_1`.\n\nTest Image: A person holding a keyboard in front of a banner.\n\nConclusion: cat_1\n']'
88 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show motorcycles being ridden on roads or in groups, while the `cat_1` images show motorcycles in static positions, being worked on, or in a crash.\n\nRule: The distinguishing rule is whether the motorcycle is in motion or stationary.\n\nTest Image: The test image shows a group of motorcycles riding together on a road.\n\nConclusion: cat_2']'
89 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show motorcycles being ridden by individuals, while the `cat_1` images show motorcycles that are either stationary or involved in some form of accident or maintenance.\n\nRule: The distinguishing rule is whether the motorcycle is being actively ridden or not.\n\nTest Image: The image shows a group of people on a motorcycle, with one person riding and others sitting behind.\n\nConclusion: cat_2\n']'
90 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show groups of people in social settings, often holding drinks and interacting with each other. The `cat_1` images show individuals or focus on objects like coffee or tea, with fewer social interactions.\n\nRule: The distinguishing rule is that `cat_2` images primarily depict social interactions among groups of people, often with drinks present.\n\nTest Image: The test image shows a group of people in a social setting, with one person holding a drink.\n\nConclusion: cat_2\n']'
91 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show groups of people in social settings, often holding drinks and interacting with each other. The `cat_1` images show individuals or focus on objects like coffee or tea, with fewer people and less social interaction.\n\nRule: `cat_2` images depict social gatherings with multiple people interacting, while `cat_1` images show individuals or objects with minimal social interaction.\n\nTest Image: The test image shows a person in a social setting, possibly holding a drink.\n\nConclusion: cat_2\n']'
92 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people performing skateboard tricks in a skate park, while the `cat_1` images show people holding or standing with skateboards in various settings.\n\nRule: The distinguishing rule is that `cat_2` images show people actively performing skateboard tricks, whereas `cat_1` images show people merely holding or standing with skateboards.\n\nTest Image: The image shows a person performing a skateboard trick in a skate park.\n\nConclusion: cat_2\n']'
93 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people performing skateboard tricks, while the `cat_1` images show people holding or standing with skateboards but not performing tricks.\n\nRule: The images belong to `cat_2` if they show people performing skateboard tricks.\n\nTest Image: The image shows a person holding a skateboard but not performing any tricks.\n\nConclusion: cat_1\n']'
94 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show individuals using laptops in various settings, while the `cat_1` images depict children or groups of people using laptops or computers.\n\nRule: The images belong to `cat_2` if they show individuals using laptops, especially in a focused or solitary setting.\n\nTest Image: The image shows a hand typing on a laptop keyboard.\n\nConclusion: cat_2']'
95 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show individuals using laptops in various settings, while the `cat_1` images show children or young people using laptops or computers.\n\nRule: The images belong to `cat_2` if they show adults using laptops in different environments.\n\nTest Image: The image shows a person using a laptop while lying on a couch.\n\nConclusion: cat_2\n']'
96 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images show individuals using laptops in various settings, including at home, with children, and in casual environments. The cat_1 images show individuals using computers in more formal or professional settings, such as a group of people working together or repairing a computer.\n\nRule: The distinguishing rule is the setting and context of laptop usage. Cat_2 images show casual, personal, or home settings, while cat_1 images show formal, professional, or group settings.\n\nTest Image: The test image shows a woman using a laptop in a casual setting.\n\nConclusion: cat_2\n']'
